ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.55
ソフトウェア, "Ver1.31"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,100ms
測定点数,360533      
トリガ点,0           
開始時刻,2024-05-23,09:12:59
終了時刻,2024-05-23,19:13:55
トリガ時刻,2024-05-23,09:13:02
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,100V,,Off,50.000000,-50.000000,V
CH2,CH 2,M,DC,100V,,Off,50.000000,-50.000000,V
CH3,CH 3,M,DC,100V,,Off,50.000000,-50.000000,V
CH4,CH 4,M,DC,100V,,Off,50.000000,-50.000000,V
CH5,CH 5,M,DC,100V,,Off,50.000000,-50.000000,V
CH6,CH 6,M,DC,100V,,Off,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,Off,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,Off,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,Off,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,Off,50.000000,-50.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
NO.,Time,ms,V,V,V,V,V,V,V,V,V,V,A1234567890,A123456789
3995,2024-05-23 09:19:41,400,+0.10,-0.07,+0.01,-0.17,-0.02,-0.01,+0.00,+0.01,-0.30,+0.26,LLLLLLLLLL,LLLLLLLLL
3996,2024-05-23 09:19:41,500,+0.10,-0.07,+0.01,-0.17,-0.02,-0.01,-0.01,+0.01,-0.32,+0.26,LLLLLLLLLL,LLLLLLLLL
3997,2024-05-23 09:19:41,600,+0.10,-0.07,+0.01,-0.18,-0.03,-0.01,+0.00,+0.00,-0.33,+0.27,LLLLLLLLLL,LLLLLLLLL
3998,2024-05-23 09:19:41,700,+0.10,-0.07,+0.01,-0.18,-0.02,-0.01,+0.00,+0.01,-0.34,+0.28,LLLLLLLLLL,LLLLLLLLL
3999,2024-05-23 09:19:41,800,+0.10,-0.07,+0.01,-0.19,-0.03,-0.01,+0.00,+0.01,-0.35,+0.29,LLLLLLLLLL,LLLLLLLLL
4000,2024-05-23 09:19:41,900,+0.10,-0.07,+0.01,-0.19,-0.03,-0.01,+0.01,+0.00,-0.36,+0.29,LLLLLLLLLL,LLLLLLLLL
4001,2024-05-23 09:19:42,000,+0.10,-0.07,+0.01,-0.19,-0.03,-0.01,+0.00,+0.00,-0.37,+0.29,LLLLLLLLLL,LLLLLLLLL
4002,2024-05-23 09:19:42,100,+0.10,-0.07,+0.01,-0.19,-0.03,-0.01,+0.01,+0.01,-0.39,+0.30,LLLLLLLLLL,LLLLLLLLL
4003,2024-05-23 09:19:42,200,+0.10,-0.06,+0.01,-0.20,-0.03,-0.01,+0.00,+0.01,-0.39,+0.31,LLLLLLLLLL,LLLLLLLLL
4004,2024-05-23 09:19:42,300,+0.10,-0.06,+0.01,-0.20,-0.02,-0.01,+0.00,+0.01,-0.41,+0.32,LLLLLLLLLL,LLLLLLLLL
4005,2024-05-23 09:19:42,400,+0.10,-0.06,+0.01,-0.20,-0.02,-0.01,+0.00,+0.01,-0.42,+0.33,LLLLLLLLLL,LLLLLLLLL
4006,2024-05-23 09:19:42,500,+0.10,-0.06,+0.01,-0.21,-0.02,-0.01,+0.00,+0.01,-0.42,+0.34,LLLLLLLLLL,LLLLLLLLL
4007,2024-05-23 09:19:42,600,+0.10,-0.05,+0.01,-0.21,-0.03,-0.01,+0.00,+0.00,-0.43,+0.35,LLLLLLLLLL,LLLLLLLLL
4008,2024-05-23 09:19:42,700,+0.10,-0.05,+0.01,-0.21,-0.02,-0.01,+0.00,+0.01,-0.45,+0.35,LLLLLLLLLL,LLLLLLLLL
4009,2024-05-23 09:19:42,800,+0.10,-0.04,+0.01,-0.21,-0.03,-0.01,+0.00,+0.01,-0.45,+0.36,LLLLLLLLLL,LLLLLLLLL
4010,2024-05-23 09:19:42,900,+0.10,-0.05,+0.01,-0.22,-0.03,-0.01,-0.01,+0.00,-0.47,+0.36,LLLLLLLLLL,LLLLLLLLL
4011,2024-05-23 09:19:43,000,+0.10,-0.05,+0.01,-0.23,-0.03,-0.01,+0.00,-0.01,-0.48,+0.37,LLLLLLLLLL,LLLLLLLLL
4012,2024-05-23 09:19:43,100,+0.10,-0.05,+0.01,-0.22,-0.03,-0.02,-0.01,+0.00,-0.48,+0.38,LLLLLLLLLL,LLLLLLLLL
4013,2024-05-23 09:19:43,200,+0.10,-0.04,+0.01,-0.23,-0.03,-0.01,-0.01,+0.00,-0.48,+0.39,LLLLLLLLLL,LLLLLLLLL
4014,2024-05-23 09:19:43,300,+0.10,-0.04,+0.01,-0.23,-0.03,-0.01,-0.01,-0.01,-0.48,+0.40,LLLLLLLLLL,LLLLLLLLL
4015,2024-05-23 09:19:43,400,+0.10,-0.04,+0.01,-0.23,-0.03,-0.01,+0.00,+0.00,-0.49,+0.41,LLLLLLLLLL,LLLLLLLLL
4016,2024-05-23 09:19:43,500,+0.10,-0.04,+0.01,-0.23,-0.04,-0.01,-0.01,-0.01,-0.50,+0.42,LLLLLLLLLL,LLLLLLLLL
4017,2024-05-23 09:19:43,600,+0.10,-0.04,+0.01,-0.22,-0.03,-0.01,-0.01,+0.00,-0.50,+0.42,LLLLLLLLLL,LLLLLLLLL
4018,2024-05-23 09:19:43,700,+0.10,-0.03,+0.01,-0.23,-0.03,-0.01,-0.01,+0.00,-0.51,+0.42,LLLLLLLLLL,LLLLLLLLL
4019,2024-05-23 09:19:43,800,+0.10,-0.03,+0.01,-0.23,-0.03,-0.01,-0.01,+0.00,-0.51,+0.43,LLLLLLLLLL,LLLLLLLLL
4020,2024-05-23 09:19:43,900,+0.10,-0.03,+0.01,-0.23,-0.04,-0.01,-0.01,+0.00,-0.51,+0.45,LLLLLLLLLL,LLLLLLLLL
4021,2024-05-23 09:19:44,000,+0.10,-0.03,+0.01,-0.23,-0.04,-0.01,-0.01,+0.00,-0.51,+0.45,LLLLLLLLLL,LLLLLLLLL
4022,2024-05-23 09:19:44,100,+0.10,-0.02,+0.01,-0.22,-0.03,+0.00,+0.00,+0.01,-0.51,+0.46,LLLLLLLLLL,LLLLLLLLL
4023,2024-05-23 09:19:44,200,+0.10,-0.02,+0.01,-0.21,-0.03,-0.01,+0.01,+0.01,-0.51,+0.47,LLLLLLLLLL,LLLLLLLLL
4024,2024-05-23 09:19:44,300,+0.10,-0.02,+0.01,-0.21,-0.03,-0.01,+0.00,+0.01,-0.50,+0.47,LLLLLLLLLL,LLLLLLLLL
4025,2024-05-23 09:19:44,400,+0.10,-0.01,+0.01,-0.21,-0.03,+0.00,+0.00,+0.00,-0.50,+0.47,LLLLLLLLLL,LLLLLLLLL
4026,2024-05-23 09:19:44,500,+0.10,-0.01,+0.01,-0.21,-0.03,+0.00,+0.00,+0.01,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
4027,2024-05-23 09:19:44,600,+0.10,-0.02,+0.01,-0.21,-0.02,-0.01,+0.00,+0.00,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
4028,2024-05-23 09:19:44,700,+0.10,-0.01,+0.01,-0.21,-0.02,+0.00,+0.00,+0.00,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
4029,2024-05-23 09:19:44,800,+0.10,+0.00,+0.01,-0.20,-0.02,-0.01,+0.00,+0.01,-0.48,+0.49,LLLLLLLLLL,LLLLLLLLL
4030,2024-05-23 09:19:44,900,+0.10,-0.01,+0.01,-0.20,-0.02,-0.01,+0.01,+0.01,-0.48,+0.48,LLLLLLLLLL,LLLLLLLLL
4031,2024-05-23 09:19:45,000,+0.10,-0.01,+0.01,-0.20,-0.02,-0.01,+0.00,+0.00,-0.47,+0.49,LLLLLLLLLL,LLLLLLLLL
4032,2024-05-23 09:19:45,100,+0.10,+0.00,+0.01,-0.18,-0.02,-0.01,+0.00,+0.00,-0.47,+0.49,LLLLLLLLLL,LLLLLLLLL
4033,2024-05-23 09:19:45,200,+0.10,+0.00,+0.01,-0.18,-0.04,-0.01,+0.00,+0.00,-0.45,+0.49,LLLLLLLLLL,LLLLLLLLL
4034,2024-05-23 09:19:45,300,+0.10,+0.01,+0.01,-0.18,-0.03,-0.01,+0.00,+0.01,-0.45,+0.49,LLLLLLLLLL,LLLLLLLLL
4035,2024-05-23 09:19:45,400,+0.10,+0.01,+0.01,-0.18,-0.02,-0.01,-0.01,+0.00,-0.44,+0.49,LLLLLLLLLL,LLLLLLLLL
4036,2024-05-23 09:19:45,500,+0.10,+0.01,+0.01,-0.18,-0.03,+0.00,+0.00,+0.01,-0.43,+0.49,LLLLLLLLLL,LLLLLLLLL
4037,2024-05-23 09:19:45,600,+0.10,+0.01,+0.01,-0.18,-0.03,-0.01,+0.01,+0.01,-0.42,+0.49,LLLLLLLLLL,LLLLLLLLL
4038,2024-05-23 09:19:45,700,+0.10,+0.01,+0.01,-0.17,-0.02,-0.01,+0.01,+0.01,-0.41,+0.49,LLLLLLLLLL,LLLLLLLLL
4039,2024-05-23 09:19:45,800,+0.10,+0.01,+0.01,-0.16,-0.02,-0.01,+0.00,+0.00,-0.40,+0.48,LLLLLLLLLL,LLLLLLLLL
4040,2024-05-23 09:19:45,900,+0.10,+0.01,+0.01,-0.16,-0.02,-0.01,+0.00,+0.00,-0.39,+0.48,LLLLLLLLLL,LLLLLLLLL
4041,2024-05-23 09:19:46,000,+0.10,+0.01,+0.01,-0.15,-0.02,-0.01,+0.00,+0.00,-0.39,+0.48,LLLLLLLLLL,LLLLLLLLL
4042,2024-05-23 09:19:46,100,+0.10,+0.01,+0.01,-0.15,-0.02,+0.00,+0.01,+0.00,-0.37,+0.47,LLLLLLLLLL,LLLLLLLLL
4043,2024-05-23 09:19:46,200,+0.10,+0.02,+0.01,-0.14,-0.03,-0.01,+0.01,+0.01,-0.36,+0.47,LLLLLLLLLL,LLLLLLLLL
4044,2024-05-23 09:19:46,300,+0.10,+0.02,+0.01,-0.14,-0.02,-0.01,-0.01,+0.00,-0.35,+0.46,LLLLLLLLLL,LLLLLLLLL
4045,2024-05-23 09:19:46,400,+0.10,+0.02,+0.01,-0.14,-0.02,-0.01,+0.01,+0.00,-0.35,+0.45,LLLLLLLLLL,LLLLLLLLL
4046,2024-05-23 09:19:46,500,+0.10,+0.02,+0.01,-0.14,-0.02,-0.01,+0.01,+0.00,-0.34,+0.45,LLLLLLLLLL,LLLLLLLLL
4047,2024-05-23 09:19:46,600,+0.10,+0.03,+0.01,-0.14,-0.02,-0.01,+0.00,+0.00,-0.33,+0.43,LLLLLLLLLL,LLLLLLLLL
4048,2024-05-23 09:19:46,700,+0.10,+0.03,+0.01,-0.13,-0.02,-0.01,+0.00,+0.00,-0.31,+0.42,LLLLLLLLLL,LLLLLLLLL
4049,2024-05-23 09:19:46,800,+0.10,+0.03,+0.01,-0.12,-0.02,-0.01,-0.01,+0.00,-0.30,+0.41,LLLLLLLLLL,LLLLLLLLL
4050,2024-05-23 09:19:46,900,+0.10,+0.04,+0.01,-0.12,-0.03,-0.01,+0.00,+0.00,-0.29,+0.39,LLLLLLLLLL,LLLLLLLLL
4051,2024-05-23 09:19:47,000,+0.10,+0.04,+0.01,-0.12,-0.03,-0.01,+0.01,+0.00,-0.29,+0.38,LLLLLLLLLL,LLLLLLLLL
4052,2024-05-23 09:19:47,100,+0.10,+0.04,+0.01,-0.12,-0.02,-0.01,+0.01,+0.00,-0.28,+0.36,LLLLLLLLLL,LLLLLLLLL
4053,2024-05-23 09:19:47,200,+0.10,+0.04,+0.01,-0.11,-0.02,-0.01,+0.01,+0.00,-0.28,+0.35,LLLLLLLLLL,LLLLLLLLL
4054,2024-05-23 09:19:47,300,+0.10,+0.04,+0.01,-0.10,-0.02,-0.01,+0.00,+0.01,-0.26,+0.33,LLLLLLLLLL,LLLLLLLLL
4055,2024-05-23 09:19:47,400,+0.10,+0.04,+0.01,-0.10,-0.02,-0.01,-0.01,+0.00,-0.26,+0.32,LLLLLLLLLL,LLLLLLLLL
4056,2024-05-23 09:19:47,500,+0.10,+0.05,+0.01,-0.10,-0.03,-0.01,+0.00,+0.00,-0.25,+0.30,LLLLLLLLLL,LLLLLLLLL
4057,2024-05-23 09:19:47,600,+0.10,+0.04,+0.01,-0.10,-0.03,-0.01,+0.00,+0.00,-0.25,+0.29,LLLLLLLLLL,LLLLLLLLL
4058,2024-05-23 09:19:47,700,+0.10,+0.05,+0.01,-0.10,-0.03,+0.00,+0.00,+0.00,-0.24,+0.27,LLLLLLLLLL,LLLLLLLLL
4059,2024-05-23 09:19:47,800,+0.10,+0.06,+0.01,-0.10,-0.02,-0.01,+0.00,+0.00,-0.23,+0.26,LLLLLLLLLL,LLLLLLLLL
4060,2024-05-23 09:19:47,900,+0.10,+0.06,+0.01,-0.10,-0.02,-0.01,+0.01,+0.01,-0.23,+0.24,LLLLLLLLLL,LLLLLLLLL
4061,2024-05-23 09:19:48,000,+0.10,+0.06,+0.01,-0.09,-0.02,-0.01,+0.00,+0.01,-0.22,+0.21,LLLLLLLLLL,LLLLLLLLL
4062,2024-05-23 09:19:48,100,+0.10,+0.07,+0.01,-0.09,-0.02,-0.01,+0.00,+0.00,-0.22,+0.20,LLLLLLLLLL,LLLLLLLLL
4063,2024-05-23 09:19:48,200,+0.10,+0.07,+0.01,-0.09,-0.02,-0.01,+0.00,+0.00,-0.21,+0.18,LLLLLLLLLL,LLLLLLLLL
4064,2024-05-23 09:19:48,300,+0.10,+0.07,+0.01,-0.08,-0.02,-0.01,+0.00,+0.00,-0.21,+0.17,LLLLLLLLLL,LLLLLLLLL
4065,2024-05-23 09:19:48,400,+0.10,+0.07,+0.01,-0.08,-0.03,+0.00,+0.00,+0.00,-0.21,+0.15,LLLLLLLLLL,LLLLLLLLL
4066,2024-05-23 09:19:48,500,+0.10,+0.07,+0.01,-0.07,-0.03,-0.01,+0.00,+0.00,-0.20,+0.14,LLLLLLLLLL,LLLLLLLLL
4067,2024-05-23 09:19:48,600,+0.10,+0.07,+0.01,-0.08,-0.03,-0.01,+0.00,+0.00,-0.20,+0.12,LLLLLLLLLL,LLLLLLLLL
4068,2024-05-23 09:19:48,700,+0.10,+0.07,+0.01,-0.07,-0.02,-0.01,+0.00,+0.00,-0.19,+0.10,LLLLLLLLLL,LLLLLLLLL
4069,2024-05-23 09:19:48,800,+0.10,+0.07,+0.01,-0.07,-0.03,-0.01,+0.00,+0.00,-0.19,+0.09,LLLLLLLLLL,LLLLLLLLL
4070,2024-05-23 09:19:48,900,+0.10,+0.07,+0.01,-0.07,-0.03,-0.01,+0.00,+0.00,-0.19,+0.07,LLLLLLLLLL,LLLLLLLLL
4071,2024-05-23 09:19:49,000,+0.10,+0.07,+0.01,-0.07,-0.02,-0.01,+0.00,-0.01,-0.18,+0.07,LLLLLLLLLL,LLLLLLLLL
4072,2024-05-23 09:19:49,100,+0.10,+0.07,+0.01,-0.07,-0.02,+0.00,+0.00,+0.00,-0.18,+0.05,LLLLLLLLLL,LLLLLLLLL
4073,2024-05-23 09:19:49,200,+0.10,+0.07,+0.01,-0.07,-0.02,-0.01,-0.01,+0.00,-0.18,+0.04,LLLLLLLLLL,LLLLLLLLL
4074,2024-05-23 09:19:49,300,+0.10,+0.08,+0.01,-0.06,-0.03,-0.01,+0.00,+0.00,-0.17,+0.03,LLLLLLLLLL,LLLLLLLLL
4075,2024-05-23 09:19:49,400,+0.10,+0.07,+0.01,-0.06,-0.02,-0.01,+0.00,+0.01,-0.16,+0.01,LLLLLLLLLL,LLLLLLLLL
4076,2024-05-23 09:19:49,500,+0.10,+0.08,+0.01,-0.06,-0.03,-0.01,+0.00,+0.01,-0.15,+0.01,LLLLLLLLLL,LLLLLLLLL
4077,2024-05-23 09:19:49,600,+0.10,+0.07,+0.01,-0.06,-0.02,+0.00,-0.01,+0.00,-0.15,-0.01,LLLLLLLLLL,LLLLLLLLL
4078,2024-05-23 09:19:49,700,+0.10,+0.07,+0.01,-0.05,-0.02,+0.00,+0.01,-0.01,-0.14,-0.02,LLLLLLLLLL,LLLLLLLLL
4079,2024-05-23 09:19:49,800,+0.10,+0.08,+0.01,-0.05,-0.02,-0.01,+0.00,+0.00,-0.14,-0.03,LLLLLLLLLL,LLLLLLLLL
4080,2024-05-23 09:19:49,900,+0.10,+0.07,+0.01,-0.05,-0.03,-0.01,+0.00,+0.00,-0.13,-0.04,LLLLLLLLLL,LLLLLLLLL
4081,2024-05-23 09:19:50,000,+0.10,+0.07,+0.01,-0.04,-0.03,+0.00,+0.00,+0.00,-0.12,-0.05,LLLLLLLLLL,LLLLLLLLL
4082,2024-05-23 09:19:50,100,+0.10,+0.09,+0.01,-0.05,-0.02,-0.01,+0.00,+0.00,-0.12,-0.06,LLLLLLLLLL,LLLLLLLLL
4083,2024-05-23 09:19:50,200,+0.10,+0.08,+0.01,-0.04,-0.03,-0.01,+0.00,+0.01,-0.12,-0.07,LLLLLLLLLL,LLLLLLLLL
4084,2024-05-23 09:19:50,300,+0.10,+0.08,+0.01,-0.04,-0.02,-0.01,+0.01,-0.01,-0.10,-0.08,LLLLLLLLLL,LLLLLLLLL
4085,2024-05-23 09:19:50,400,+0.10,+0.09,+0.01,-0.04,-0.02,-0.01,+0.00,+0.01,-0.10,-0.09,LLLLLLLLLL,LLLLLLLLL
4086,2024-05-23 09:19:50,500,+0.10,+0.08,+0.01,-0.03,-0.02,-0.01,+0.00,+0.00,-0.10,-0.10,LLLLLLLLLL,LLLLLLLLL
4087,2024-05-23 09:19:50,600,+0.10,+0.09,+0.01,-0.03,-0.02,-0.01,+0.00,+0.01,-0.09,-0.10,LLLLLLLLLL,LLLLLLLLL
4088,2024-05-23 09:19:50,700,+0.10,+0.08,+0.01,-0.03,-0.02,+0.00,+0.00,+0.01,-0.08,-0.12,LLLLLLLLLL,LLLLLLLLL
4089,2024-05-23 09:19:50,800,+0.10,+0.09,+0.01,-0.02,-0.02,-0.01,+0.00,+0.01,-0.07,-0.13,LLLLLLLLLL,LLLLLLLLL
4090,2024-05-23 09:19:50,900,+0.10,+0.08,+0.01,-0.02,-0.02,-0.01,+0.00,+0.00,-0.07,-0.14,LLLLLLLLLL,LLLLLLLLL
4091,2024-05-23 09:19:51,000,+0.10,+0.08,+0.01,-0.02,-0.03,-0.01,+0.01,+0.00,-0.06,-0.16,LLLLLLLLLL,LLLLLLLLL
4092,2024-05-23 09:19:51,100,+0.10,+0.08,+0.01,-0.02,-0.02,-0.01,+0.00,+0.00,-0.06,-0.17,LLLLLLLLLL,LLLLLLLLL
4093,2024-05-23 09:19:51,200,+0.10,+0.09,+0.01,-0.01,-0.03,-0.01,+0.00,+0.00,-0.05,-0.18,LLLLLLLLLL,LLLLLLLLL
4094,2024-05-23 09:19:51,300,+0.10,+0.08,+0.01,-0.01,-0.02,-0.01,+0.01,+0.01,-0.04,-0.19,LLLLLLLLLL,LLLLLLLLL
4095,2024-05-23 09:19:51,400,+0.10,+0.09,+0.01,-0.01,-0.02,+0.00,+0.01,+0.00,-0.04,-0.21,LLLLLLLLLL,LLLLLLLLL
4096,2024-05-23 09:19:51,500,+0.10,+0.09,+0.01,+0.00,-0.02,-0.01,+0.00,+0.01,-0.03,-0.22,LLLLLLLLLL,LLLLLLLLL
4097,2024-05-23 09:19:51,600,+0.10,+0.08,+0.01,+0.00,-0.02,-0.01,+0.00,+0.00,-0.03,-0.24,LLLLLLLLLL,LLLLLLLLL
4098,2024-05-23 09:19:51,700,+0.10,+0.08,+0.01,+0.00,-0.02,-0.01,+0.00,+0.00,-0.02,-0.24,LLLLLLLLLL,LLLLLLLLL
4099,2024-05-23 09:19:51,800,+0.10,+0.08,+0.01,+0.01,-0.03,-0.01,+0.01,+0.01,-0.01,-0.27,LLLLLLLLLL,LLLLLLLLL
4100,2024-05-23 09:19:51,900,+0.10,+0.08,+0.01,+0.01,-0.02,-0.01,+0.00,+0.00,-0.01,-0.28,LLLLLLLLLL,LLLLLLLLL
4101,2024-05-23 09:19:52,000,+0.10,+0.09,+0.01,+0.01,-0.02,-0.01,+0.00,+0.00,+0.00,-0.30,LLLLLLLLLL,LLLLLLLLL
4102,2024-05-23 09:19:52,100,+0.10,+0.08,+0.01,+0.01,-0.02,-0.01,+0.00,+0.00,+0.01,-0.31,LLLLLLLLLL,LLLLLLLLL
4103,2024-05-23 09:19:52,200,+0.10,+0.08,+0.01,+0.01,-0.02,-0.01,+0.00,+0.01,+0.01,-0.33,LLLLLLLLLL,LLLLLLLLL
4104,2024-05-23 09:19:52,300,+0.10,+0.08,+0.01,+0.01,-0.02,-0.01,+0.00,+0.00,+0.01,-0.34,LLLLLLLLLL,LLLLLLLLL
4105,2024-05-23 09:19:52,400,+0.10,+0.07,+0.01,+0.01,-0.02,-0.01,+0.00,+0.01,+0.01,-0.35,LLLLLLLLLL,LLLLLLLLL
4106,2024-05-23 09:19:52,500,+0.10,+0.09,+0.01,+0.02,-0.02,-0.01,+0.00,+0.01,+0.03,-0.37,LLLLLLLLLL,LLLLLLLLL
4107,2024-05-23 09:19:52,600,+0.10,+0.08,+0.01,+0.02,-0.03,-0.01,+0.00,+0.00,+0.03,-0.39,LLLLLLLLLL,LLLLLLLLL
4108,2024-05-23 09:19:52,700,+0.10,+0.08,+0.01,+0.03,-0.02,-0.01,+0.00,+0.00,+0.04,-0.40,LLLLLLLLLL,LLLLLLLLL
4109,2024-05-23 09:19:52,800,+0.10,+0.08,+0.01,+0.03,-0.02,-0.01,+0.00,+0.00,+0.04,-0.41,LLLLLLLLLL,LLLLLLLLL
4110,2024-05-23 09:19:52,900,+0.10,+0.08,+0.01,+0.03,-0.02,-0.01,-0.01,+0.00,+0.04,-0.42,LLLLLLLLLL,LLLLLLLLL
4111,2024-05-23 09:19:53,000,+0.10,+0.08,+0.01,+0.04,-0.02,-0.01,+0.00,+0.00,+0.05,-0.43,LLLLLLLLLL,LLLLLLLLL
4112,2024-05-23 09:19:53,100,+0.10,+0.08,+0.01,+0.04,-0.02,-0.01,+0.00,+0.00,+0.05,-0.45,LLLLLLLLLL,LLLLLLLLL
4113,2024-05-23 09:19:53,200,+0.10,+0.08,+0.01,+0.04,-0.02,-0.01,+0.00,+0.01,+0.06,-0.46,LLLLLLLLLL,LLLLLLLLL
4114,2024-05-23 09:19:53,300,+0.10,+0.08,+0.01,+0.04,-0.02,-0.01,+0.00,+0.01,+0.06,-0.47,LLLLLLLLLL,LLLLLLLLL
4115,2024-05-23 09:19:53,400,+0.10,+0.08,+0.01,+0.04,-0.02,+0.00,+0.00,+0.01,+0.07,-0.48,LLLLLLLLLL,LLLLLLLLL
4116,2024-05-23 09:19:53,500,+0.10,+0.07,+0.01,+0.04,-0.03,-0.01,+0.00,+0.01,+0.07,-0.48,LLLLLLLLLL,LLLLLLLLL
4117,2024-05-23 09:19:53,600,+0.10,+0.08,+0.01,+0.04,-0.03,-0.01,+0.00,+0.00,+0.07,-0.49,LLLLLLLLLL,LLLLLLLLL
4118,2024-05-23 09:19:53,700,+0.10,+0.07,+0.01,+0.04,-0.02,-0.01,-0.01,+0.01,+0.09,-0.49,LLLLLLLLLL,LLLLLLLLL
4119,2024-05-23 09:19:53,800,+0.10,+0.07,+0.01,+0.05,-0.02,+0.00,+0.01,+0.00,+0.10,-0.49,LLLLLLLLLL,LLLLLLLLL
4120,2024-05-23 09:19:53,900,+0.10,+0.08,+0.01,+0.05,-0.02,-0.01,+0.00,+0.00,+0.10,-0.49,LLLLLLLLLL,LLLLLLLLL
4121,2024-05-23 09:19:54,000,+0.10,+0.07,+0.01,+0.06,-0.03,-0.01,+0.00,+0.01,+0.10,-0.50,LLLLLLLLLL,LLLLLLLLL
4122,2024-05-23 09:19:54,100,+0.10,+0.07,+0.01,+0.06,-0.02,-0.01,+0.00,+0.01,+0.11,-0.50,LLLLLLLLLL,LLLLLLLLL
4123,2024-05-23 09:19:54,200,+0.10,+0.07,+0.01,+0.06,-0.02,-0.01,+0.00,+0.00,+0.12,-0.50,LLLLLLLLLL,LLLLLLLLL
4124,2024-05-23 09:19:54,300,+0.10,+0.07,+0.01,+0.07,-0.03,-0.01,+0.00,+0.00,+0.12,-0.50,LLLLLLLLLL,LLLLLLLLL
4125,2024-05-23 09:19:54,400,+0.10,+0.07,+0.01,+0.07,-0.02,-0.01,-0.01,+0.00,+0.13,-0.49,LLLLLLLLLL,LLLLLLLLL
4126,2024-05-23 09:19:54,500,+0.10,+0.07,+0.01,+0.07,-0.03,-0.01,+0.00,+0.01,+0.14,-0.48,LLLLLLLLLL,LLLLLLLLL
4127,2024-05-23 09:19:54,600,+0.10,+0.07,+0.01,+0.07,-0.02,-0.01,+0.00,+0.01,+0.14,-0.48,LLLLLLLLLL,LLLLLLLLL
4128,2024-05-23 09:19:54,700,+0.10,+0.07,+0.01,+0.07,-0.02,-0.01,+0.01,+0.01,+0.14,-0.48,LLLLLLLLLL,LLLLLLLLL
4129,2024-05-23 09:19:54,800,+0.10,+0.06,+0.01,+0.07,-0.02,-0.01,+0.00,+0.01,+0.15,-0.48,LLLLLLLLLL,LLLLLLLLL
4130,2024-05-23 09:19:54,900,+0.10,+0.07,+0.01,+0.08,-0.02,-0.01,+0.00,+0.01,+0.15,-0.47,LLLLLLLLLL,LLLLLLLLL
4131,2024-05-23 09:19:55,000,+0.10,+0.06,+0.01,+0.09,-0.02,-0.02,+0.00,+0.01,+0.16,-0.46,LLLLLLLLLL,LLLLLLLLL
4132,2024-05-23 09:19:55,100,+0.10,+0.06,+0.01,+0.09,-0.02,-0.01,+0.00,+0.01,+0.17,-0.45,LLLLLLLLLL,LLLLLLLLL
4133,2024-05-23 09:19:55,200,+0.10,+0.04,+0.01,+0.09,-0.02,-0.01,+0.00,+0.01,+0.17,-0.44,LLLLLLLLLL,LLLLLLLLL
4134,2024-05-23 09:19:55,300,+0.10,+0.05,+0.01,+0.09,-0.03,-0.01,+0.00,+0.01,+0.18,-0.43,LLLLLLLLLL,LLLLLLLLL
